Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;NOVAS TECNOLOGIAS PARA A TRANSFORMAÇÃO DIGITAL;30;https://www.escolavirtual.gov.br/curso/367;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;NOVAS TECNOLOGIAS PARA A TRANSFORMAÇÃO DIGITAL;30;https://www.escolavirtual.gov.br/curso/367;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DESENVOLVIMENTO PESSOAL;O FUTURO DO TRABALHO: SOFT SKILLS E BEM-ESTAR;20;https://suap.enap.gov.br/vitrine/curso/2059/?area=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;O PAPEL DO DEVOPS NA TRANSFORMAÇÃO DIGITAL DOS SERVIÇOS PÚBLICOS;20;https://www.escolavirtual.gov.br/curso/366;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;O PROTAGONISMO DAS MULHERES: PASSOS PARA A ATUAÇÃO POLÍTICA DAS MULHERES EM ESPAÇOS DE PODER E DECISÃO;30;https://www.escolavirtual.gov.br/curso/1189;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DA ESTRATÉGIA;OKR APLICADO À TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/523;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;OKR APLICADO À TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/523;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ORÇAMENTO PÚBLICO;ORÇAMENTO PÚBLICO;20;https://www.escolavirtual.gov.br/curso/296;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;ORÇAMENTO PÚBLICO;ORÇAMENTO PÚBLICO AVANÇADO;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;ORÇAMENTO PÚBLICO;ORÇAMENTO PÚBLICO AVANÇADO;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;ORÇAMENTO PÚBLICO;ORÇAMENTO PÚBLICO- TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2030;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;GESTÃO EM OUVIDORIA;OUVIDORIA NA ADMINISTRAÇÃO PÚBLICA;20;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;PARTICIPAÇÃO EM COMISSÕES DE HETEROIDENTIFICAÇÃO;20;https://suap.enap.gov.br/vitrine/curso/2254/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;PARTICIPAÇÃO EM COMISSÕES DE HETEROIDENTIFICAÇÃO;20;https://suap.enap.gov.br/vitrine/curso/2254/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;PARTICIPAÇÃO EM COMISSÕES DE HETEROIDENTIFICAÇÃO;20;https://suap.enap.gov.br/vitrine/curso/2254/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;20;https://www.escolavirtual.gov.br/curso/475;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;20;https://www.escolavirtual.gov.br/curso/475;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;20;https://www.escolavirtual.gov.br/curso/475;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DA ESTRATÉGIA;PLANEJAMENTO ESTRATÉGICO PARA ORGANIZAÇÕES PÚBLICAS;25;https://www.escolavirtual.gov.br/curso/107/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;ORÇAMENTO PÚBLICO;PLANEJAMENTO FINANCEIRO - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2040;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PLANILHA DE CUSTOS E FORMAÇÃO DE PREÇOS;28;https://suap.enap.gov.br/vitrine/curso/1522/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PLANILHA DE CUSTOS E FORMAÇÃO DE PREÇOS;28;https://suap.enap.gov.br/vitrine/curso/1522/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;FGV;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/fgv-logo.png;RELAÇÕES INTERNACIONAIS;POLÍTICA EXTERNA DO JAPÃO: ASPECTOS INSTITUCIONAIS E EVOLUÇÃO HISTÓRICA;30;https://educacao-executiva.fgv.br/cursos/online/curta-media-duracao-online/politica-externa-do-japao-aspectos-institucionais-e-evolucao-historica;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;FGV;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/fgv-logo.png;RELAÇÕES INTERNACIONAIS;POLÍTICA EXTERNA DO JAPÃO: INSERÇÃO INTERNACIONAL E RELAÇÕES BILATERAIS;30;https://educacao-executiva.fgv.br/cursos/online/curta-media-duracao-online/politica-externa-do-japao-insercao-internacional-e-relacoes-bilaterais;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;POLÍTICAS PÚBLICAS E INTERSECCIONALIDADES;25;https://suap.enap.gov.br/vitrine/curso/2441/?area=25;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;POLÍTICAS PÚBLICAS E INTERSECCIONALIDADES;25;https://suap.enap.gov.br/vitrine/curso/2441/?area=25;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;POLÍTICAS PÚBLICAS E INTERSECCIONALIDADES;25;https://suap.enap.gov.br/vitrine/curso/2441/?area=25;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;REDAÇÃO OFICIAL;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;40;https://www.escolavirtual.gov.br/curso/477;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;KULTIVI;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/kultivi-logo.png;TECNOLOGIA DA INFORMAÇÃO;POWER BI DESCOMPLICADO;;https://kultivi.com/cursos/negocios/power-bi-descomplicado;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;20;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ORÇAMENTO PÚBLICO;PRATICANDO A CELEBRAÇÃO DE PARCERIAS VIA TED E ACT;20;https://suap.enap.gov.br/vitrine/curso/2261/?area=43;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A COMPRA PÚBLICA: ETP E TR;28;https://suap.enap.gov.br/vitrine/curso/2759/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A COMPRA PÚBLICA: ETP E TR;28;https://suap.enap.gov.br/vitrine/curso/2759/?area=14;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR RESULTADOS;PRATICANDO A ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;21;https://suap.enap.gov.br/vitrine/curso/2051/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;INDICADORES GERENCIAIS;PRATICANDO A ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;21;https://suap.enap.gov.br/vitrine/curso/2051/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A GESTÃO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;28;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A GESTÃO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;28;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;PRATICANDO A GESTÃO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;28;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIREITO ADMINISTRATIVO (CORREIÇÃO);PRATICANDO A LEI DE IMPROBIDADE ADMINISTRATIVA;20;https://suap.enap.gov.br/vitrine/curso/2229/?area=13;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LGPD;PRATICANDO A LGPD;22;https://suap.enap.gov.br/vitrine/curso/2054/?area=11;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LGPD;PRATICANDO A LGPD;22;https://suap.enap.gov.br/vitrine/curso/2054/?area=11;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LGPD;PRATICANDO A LGPD;22;https://suap.enap.gov.br/vitrine/curso/2054/?area=11;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;21;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;PRATICANDO BUSINESS INTELLIGENCE;32;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;Autoinstrucional;;;;;;;;;;;;;;
